group	index	message_id	prefix_rom_offset	data_rom_offset	compressed_bytes	bits_consumed	symbol_count	raw_symbols	text
00	2C	0x002C	0x02240A	0x02240B	10	73	20	1CA 029 1C8 1CA 028 025 032 021 015 036 1C8 1C4 03C 0FB 037 106 01B 01F 1C9 1C0	"<INSERT_B>は
<INSERT_B>のにもつから
<INSERT_A>を取り出した<WAIT_INPUT>"
00	2D	0x002D	0x022415	0x022416	9	65	17	1CA 029 1C8 1CA 028 025 032 021 025 1C8 1C4 03C 08E 039 01F 1C9 1C0	"<INSERT_B>は
<INSERT_B>のにもつに
<INSERT_A>を入れた<WAIT_INPUT>"
00	2E	0x002E	0x02241F	0x022420	11	88	21	06B 084 054 075 029 001 02A 023 037 084 022 01A 017 01D 03D 03C 027 03E 01F 1C9 1C0	レディは ひとりでさくせんをねった<WAIT_INPUT>
00	2F	0x002F	0x02242B	0x02242C	10	76	18	06A 078 068 084 022 016 038 001 084 022 016 038 001 084 022 016 038 1C0	ルーラできる できる できる
00	30	0x0030	0x022436	0x022437	11	85	21	06A 078 068 084 022 016 024 011 001 084 022 016 024 011 001 084 022 016 024 011 1C0	ルーラできない できない できない
00	31	0x0031	0x022442	0x022443	10	78	20	069 06B 061 055 084 022 016 038 001 084 022 016 038 001 084 022 016 038 1C9 1C0	リレミトできる できる できる<WAIT_INPUT>
00	32	0x0032	0x02244D	0x02244E	11	84	23	069 06B 061 055 084 022 016 024 011 001 084 022 016 024 011 001 084 022 016 024 011 1C9 1C0	リレミトできない できない できない<WAIT_INPUT>
00	33	0x0033	0x022459	0x02245A	8	62	16	12D 011 084 022 001 09A 16A 084 015 001 123 013 024 011 1C9 1C0	呪いで 魔術が 使えない<WAIT_INPUT>
00	34	0x0034	0x022462	0x022463	6	43	13	1CA 029 1C8 12D 03B 039 022 01B 02E 03E 01F 07A 1C0	"<INSERT_B>は
呪われてしまった!"
00	35	0x0035	0x022469	0x02246A	11	81	19	1C4 029 1C8 12D 011 084 022 001 0F0 015 036 001 029 024 039 024 011 1C9 1C0	"<INSERT_A>は
呪いで 体から はなれない<WAIT_INPUT>"
00	36	0x0036	0x022475	0x022476	16	123	31	06B 084 054 075 029 001 1CA 028 001 025 032 021 015 036 1C8 1C4 03C 001 023 037 084 01F 01C 028 03C 1C8 033 031 01F 1C9 1C0	"レディは <INSERT_B>の にもつから
<INSERT_A>を とりだすのを
やめた<WAIT_INPUT>"
00	37	0x0037	0x022486	0x022487	5	36	9	1CA 029 001 1C4 03C 090 01F 1CD 1C0	<INSERT_B>は <INSERT_A>を見た<PAUSE_30>
00	38	0x0038	0x02248C	0x02248D	24	189	40	02E 015 011 028 025 017 03C 001 02E 017 023 1C8 013 01F 011 028 01B 039 024 011 001 032 028 084 015 1C8 084 023 019 015 036 015 001 035 03E 022 016 01F 1C9 1C0	"まかいのにくを まくと
えたいのしれない ものが
どこからか よってきた<WAIT_INPUT>"
00	39	0x0039	0x0224A5	0x0224A6	3	21	4	1C2 164 0E3 1C0	<NUMBER>時間
00	3A	0x003A	0x0224A9	0x0224AA	2	16	4	1C1 1C2 16C 1C0	<NOP><NUMBER>分
00	3B	0x003B	0x0224AC	0x0224AD	6	45	11	1C1 1C2 084 02A 041 012 084 022 01C 1C9 1C0	<NOP><NUMBER>びょうです<WAIT_INPUT>
00	3C	0x003C	0x0224B3	0x0224B4	9	71	13	010 024 01F 028 083 05D 06B 043 164 0E3 029 1C3 1C0	あなたのプレイ時間は
00	3D	0x003D	0x0224BD	0x0224BE	5	40	7	011 011 015 014 037 1C9 1C0	いいかおり<WAIT_INPUT>
00	3E	0x003E	0x0224C3	0x0224C4	15	115	28	07D 024 03D 084 01B 001 019 028 001 06B 084 05B 078 03C 001 0B1 015 01D 1C8 023 001 098 011 022 010 038 1C5 1C0	"「なんじ この レバーを 行かせ
と 書いてある<WAIT>"
00	3F	0x003F	0x0224D3	0x0224D4	11	84	21	07D 019 028 06B 084 05B 078 084 022 01C 035 1C8 023 001 098 011 022 010 038 1C5 1C0	"「このレバーですよ
と 書いてある<WAIT>"
00	40	0x0040	0x0224DF	0x0224E0	7	56	15	06B 084 05B 078 03C 001 0B1 015 01B 02E 01C 015 079 1C3 1C0	レバーを 行かしますか?
00	41	0x0041	0x0224E7	0x0224E8	10	79	17	07D 123 112 001 02B 028 012 1C8 023 001 098 011 022 010 038 1C9 1C0	"「使用 ふのう
と 書いてある<WAIT_INPUT>"
00	42	0x0042	0x0224F2	0x0224F3	11	88	19	07D 016 018 03D 001 0B1 015 01C 024 1C8 023 001 098 011 022 010 038 1C5 1C0	"「きけん 行かすな
と 書いてある<WAIT>"
00	43	0x0043	0x0224FE	0x0224FF	7	50	11	1CA 029 1C2 028 084 051 063 078 084 04D 1C0	<INSERT_B>は<NUMBER>のダメージ
00	44	0x0044	0x022506	0x022507	13	99	25	1CA 029 001 02E 084 017 039 084 022 001 084 01F 011 084 051 063 078 084 04D 03C 010 01F 013 01F 1C0	<INSERT_B>は まぐれで だいダメージをあたえた
00	45	0x0045	0x022514	0x022515	14	112	26	1CA 029 001 034 084 01F 03D 01F 011 022 016 001 084 01F 011 084 051 063 078 084 04D 03C 012 018 01F 1C0	<INSERT_B>は ゆだんたいてき だいダメージをうけた
00	46	0x0046	0x022523	0x022524	7	55	12	1CA 029 001 01F 01C 018 03C 035 03D 084 01F 1C0	<INSERT_B>は たすけをよんだ
00	47	0x0047	0x02252B	0x02252C	6	45	11	1CA 029 001 01F 011 016 03F 017 01B 01F 1C0	<INSERT_B>は たいきゃくした
00	48	0x0048	0x022532	0x022533	5	36	11	1CA 029 001 1C4 03C 001 021 015 03E 01F 1C0	<INSERT_B>は <INSERT_A>を つかった
00	49	0x0049	0x022538	0x022539	5	38	10	1CA 029 001 1CA 03C 001 015 018 01F 1C0	<INSERT_B>は <INSERT_B>を かけた
00	4A	0x004A	0x02253E	0x02253F	13	100	21	01B 015 01B 001 00D 00E 084 02B 01E 017 084 022 001 023 024 013 036 039 024 011 1C0	しかし SPぶそくで となえられない
00	4B	0x004B	0x02254C	0x02254D	5	40	11	1CA 029 001 014 020 022 01B 02E 03E 01F 1C0	<INSERT_B>は おちてしまった
00	4C	0x004C	0x022552	0x022553	6	48	12	1CA 029 001 01F 011 016 03F 017 01B 01F 1C5 1C0	<INSERT_B>は たいきゃくした<WAIT>
00	4D	0x004D	0x022559	0x02255A	6	44	11	1CA 084 015 001 014 01E 03E 022 016 01F 1C0	<INSERT_B>が おそってきた
00	4E	0x004E	0x022560	0x022561	10	74	18	025 084 018 036 039 024 011 001 084 01A 03D 027 03D 084 022 01C 1C5 1C0	にげられない ざんねんです<WAIT>
00	4F	0x004F	0x02256B	0x02256C	8	58	13	1CA 029 001 016 010 011 03C 011 039 022 011 038 1C0	<INSERT_B>は きあいをいれている
00	50	0x0050	0x022574	0x022575	17	136	26	01B 015 01B 001 017 020 084 015 02A 036 015 084 01C 001 02E 084 01B 040 021 029 021 015 013 024 011 1C0	しかし くちがひらかず まじゅつはつかえない
00	51	0x0051	0x022586	0x022587	14	110	23	01B 015 01B 001 028 03A 011 084 022 001 02E 084 01B 040 021 084 015 021 015 013 024 011 1C0	しかし のろいで まじゅつがつかえない
00	52	0x0052	0x022595	0x022596	9	68	13	01B 015 01B 001 024 025 032 014 019 036 024 011 1C0	しかし なにもおこらない
00	53	0x0053	0x02259F	0x0225A0	12	96	21	01B 015 01B 001 02E 084 01B 040 021 029 001 011 02E 029 001 021 015 013 024 011 1C0	しかし まじゅつは いまは つかえない
00	54	0x0054	0x0225AC	0x0225AD	10	75	15	1C4 029 001 010 023 015 01F 032 024 017 001 020 03E 01F 1C0	<INSERT_A>は あとかたもなく ちった
00	55	0x0055	0x0225B7	0x0225B8	9	72	18	1CA 029 001 02E 03B 037 084 015 001 024 025 032 001 02F 013 024 011 1C0	<INSERT_B>は まわりが なにも みえない
00	56	0x0056	0x0225C1	0x0225C2	8	58	14	1CA 029 001 01B 03E 083 02D 03C 02B 03E 022 011 038 1C0	<INSERT_B>は しっぽをふっている
00	57	0x0057	0x0225CA	0x0225CB	5	40	10	1CA 029 001 023 03E 01B 03D 01B 01F 1C0	<INSERT_B>は とっしんした
00	58	0x0058	0x0225D0	0x0225D1	8	61	16	1CA 029 001 084 022 03D 084 018 016 03C 001 029 03E 01B 01F 1C0	<INSERT_B>は でんげきを はっした
00	59	0x0059	0x0225D9	0x0225DA	10	73	19	1CA 028 001 084 022 03D 084 018 016 029 001 010 01F 036 024 015 03E 01F 1C0	<INSERT_B>の でんげきは あたらなかった
00	5A	0x005A	0x0225E4	0x0225E5	6	41	11	1CA 029 001 084 02B 03D 01B 03D 01B 01F 1C0	<INSERT_B>は ぶんしんした
00	5B	0x005B	0x0225EB	0x0225EC	6	47	13	1CA 029 001 084 02D 078 03E 023 01B 022 011 038 1C0	<INSERT_B>は ぼーっとしている
00	5C	0x005C	0x0225F2	0x0225F3	4	29	9	1CA 029 001 014 084 023 03E 01F 1C0	<INSERT_B>は おどった
00	5D	0x005D	0x0225F7	0x0225F8	10	73	16	1CA 029 001 044 077 078 049 068 043 03C 01A 018 03D 084 01F 1C0	<INSERT_B>は ウォークライをさけんだ
00	5E	0x005E	0x022602	0x022603	7	56	13	1CA 029 001 019 012 084 018 016 03C 035 018 01F 1C0	<INSERT_B>は こうげきをよけた
00	5F	0x005F	0x02260A	0x02260B	7	56	14	1CA 084 015 001 00D 00E 03C 001 01C 011 023 03E 01F 1C0	<INSERT_B>が SPを すいとった
00	60	0x0060	0x022612	0x022613	7	53	13	1CA 029 001 046 06C 046 06C 023 01B 022 011 038 1C0	<INSERT_B>は オロオロとしている
00	61	0x0061	0x02261A	0x02261B	13	101	19	02A 01A 03D 001 084 01F 039 032 001 01F 01C 018 025 019 024 015 03E 01F 1C0	ひさん だれも たすけにこなかった
00	62	0x0062	0x022628	0x022629	13	97	23	1CA 025 001 084 017 01A 03E 023 01A 01A 03E 022 001 084 01F 011 084 051 063 078 084 04D 1C0	<INSERT_B>に ぐさっとささって だいダメージ
00	63	0x0063	0x022636	0x022637	14	106	21	084 01D 03D 084 01D 03D 025 022 024 011 001 032 028 02E 027 01B 03E 083 029 011 1C0	ぜんぜんにてない ものまねしっぱい
00	64	0x0064	0x022645	0x022646	6	41	11	1CA 029 001 084 01B 084 029 017 01B 01F 1C0	<INSERT_B>は じばくした
00	65	0x0065	0x02264C	0x02264D	11	82	18	1C4 03C 001 02F 01F 001 05D 074 043 055 001 023 015 011 022 010 038 1C0	<INSERT_A>を みた ファイト とかいてある
00	66	0x0066	0x022658	0x022659	16	121	22	045 068 078 1C8 046 078 054 075 078 1C2 028 022 016 029 01F 01F 015 013 02E 01D 03D 1C0	"エラー
オーティー<NUMBER>のてきはたたかえません"
00	67	0x0067	0x022669	0x02266A	6	46	11	1CA 029 001 084 023 017 03C 012 018 01F 1C0	<INSERT_B>は どくをうけた
00	68	0x0068	0x022670	0x022671	6	47	13	1CA 029 001 01B 084 02A 039 022 01B 02E 03E 01F 1C0	<INSERT_B>は しびれてしまった
00	69	0x0069	0x022677	0x022678	6	42	10	1CA 029 001 027 030 036 01A 039 01F 1C0	<INSERT_B>は ねむらされた
00	6A	0x006A	0x02267E	0x02267F	5	39	9	1CA 029 001 031 084 01A 031 01F 1C0	<INSERT_B>は めざめた
00	6B	0x006B	0x022684	0x022685	7	52	13	1CA 029 001 01B 084 02A 039 084 015 023 039 01F 1C0	<INSERT_B>は しびれがとれた
00	6C	0x006C	0x02268C	0x02268D	11	85	20	1CA 029 001 019 012 084 018 016 037 041 017 084 015 042 070 083 05D 01B 01F 1C0	<INSERT_B>は こうげきりょくがアップした
00	6D	0x006D	0x022698	0x022699	8	64	14	09E 018 08B 01F 020 03C 001 015 01F 084 021 018 01F 1C0	化け物たちを かたづけた
00	6E	0x006E	0x0226A1	0x0226A2	11	84	18	014 028 014 028 1C8 183 0F3 199 001 1C2 03C 001 032 036 03E 01F 1C9 1C0	"おのおの
経験値 <NUMBER>を もらった<WAIT_INPUT>"
00	6F	0x006F	0x0226AD	0x0226AE	6	48	14	1C2 045 06F 084 055 06A 03C 001 02A 03A 03E 01F 1C9 1C0	<NUMBER>エンドルを ひろった<WAIT_INPUT>
00	70	0x0070	0x0226B4	0x0226B5	9	67	15	1CA 029 001 06B 084 05E 06A 1C2 025 042 070 083 05D 1C5 1C0	<INSERT_B>は レベル<NUMBER>にアップ<WAIT>
00	71	0x0071	0x0226BE	0x0226BF	7	54	15	00C 00E 028 18A 0AC 199 084 015 001 1C2 02B 013 01F 1C5 1C0	LPの最大値が <NUMBER>ふえた<WAIT>
00	72	0x0072	0x0226C6	0x0226C7	5	38	10	1CA 028 09A 16A 03C 17B 013 01F 1C5 1C0	<INSERT_B>の魔術を覚えた<WAIT>
00	73	0x0073	0x0226CC	0x0226CD	13	97	17	02A 03E 01A 021 03B 084 01A 1C8 1CA 03C 10F 011 021 011 01F 1C5 1C0	"ひっさつわざ
<INSERT_B>を思いついた<WAIT>"
00	74	0x0074	0x0226DA	0x0226DB	18	143	32	01B 015 01B 001 1CA 029 1C8 019 039 0F4 128 001 025 032 021 03C 0D3 022 024 011 1C8 025 032 021 03C 01C 022 02E 01C 015 079 1C0	"しかし <INSERT_B>は
これ以上 にもつを持てない
にもつをすてますか?"
00	75	0x0075	0x0226ED	0x0226EE	9	66	15	084 023 028 025 032 021 03C 001 01C 022 02E 01C 015 079 1C0	どのにもつを すてますか?
00	76	0x0076	0x0226F7	0x0226F8	7	50	14	1CA 029 1C8 1C4 03C 001 023 036 024 015 03E 01F 1C9 1C0	"<INSERT_B>は
<INSERT_A>を とらなかった<WAIT_INPUT>"
00	77	0x0077	0x0226FF	0x022700	8	63	17	1CA 029 001 1C4 03C 01C 022 022 1C8 1C4 03C 001 023 03E 01F 1C9 1C0	"<INSERT_B>は <INSERT_A>をすてて
<INSERT_A>を とった<WAIT_INPUT>"
00	78	0x0078	0x022708	0x022709	7	54	14	1CA 029 1C8 1C4 03C 001 015 017 023 017 01B 01F 1C5 1C0	"<INSERT_B>は
<INSERT_A>を かくとくした<WAIT>"
00	79	0x0079	0x022710	0x022711	7	51	14	00D 00E 028 18A 0AC 199 084 015 001 1C2 02B 013 01F 1C0	SPの最大値が <NUMBER>ふえた
00	7A	0x007A	0x022718	0x022719	5	39	10	107 084 015 001 1C2 02B 013 01F 1C5 1C0	力が <NUMBER>ふえた<WAIT>
00	7B	0x007B	0x02271E	0x02271F	7	52	13	04E 051 061 056 084 015 001 1C2 02B 013 01F 1C5 1C0	スタミナが <NUMBER>ふえた<WAIT>
00	7C	0x007C	0x022726	0x022727	8	63	14	016 084 02A 03D 01A 084 015 001 1C2 02B 013 01F 1C5 1C0	きびんさが <NUMBER>ふえた<WAIT>
00	7D	0x007D	0x02272F	0x022730	6	46	12	15C 01D 011 084 015 001 1C2 02B 013 01F 1C5 1C0	知せいが <NUMBER>ふえた<WAIT>
00	7E	0x007E	0x022736	0x022737	6	45	12	068 070 049 084 015 001 1C2 02B 013 01F 1C5 1C0	ラックが <NUMBER>ふえた<WAIT>
00	7F	0x007F	0x02273D	0x02273E	6	41	10	1CA 03C 001 015 01F 084 021 018 01F 1C0	<INSERT_B>を かたづけた
00	80	0x0080	0x022744	0x022745	9	66	19	06B 084 054 075 029 1C8 183 0F3 199 001 1C2 03C 001 032 036 03E 01F 1C9 1C0	"レディは
経験値 <NUMBER>を もらった<WAIT_INPUT>"
00	81	0x0081	0x02274E	0x02274F	9	71	17	1C4 084 015 001 084 01B 031 03D 025 001 014 020 022 011 038 1C9 1C0	<INSERT_A>が じめんに おちている<WAIT_INPUT>
00	82	0x0082	0x022758	0x022759	9	69	19	1CA 028 001 1C4 03C 1C8 084 01D 03D 084 02B 001 01C 022 02E 01C 015 079 1C0	"<INSERT_B>の <INSERT_A>を
ぜんぶ すてますか?"
00	83	0x0083	0x022762	0x022763	6	47	13	1CA 028 001 1C4 03C 1C8 01C 022 02E 01C 015 079 1C0	"<INSERT_B>の <INSERT_A>を
すてますか?"
00	84	0x0084	0x022769	0x02276A	5	39	11	1C4 03C 001 023 037 02E 01D 03D 027 079 1C0	<INSERT_A>を とりませんね?
00	85	0x0085	0x02276F	0x022770	7	53	13	09E 018 08B 029 001 025 084 018 022 011 03E 01F 1C0	化け物は にげていった
00	86	0x0086	0x022777	0x022778	7	49	12	1CA 028 09A 16A 03C 10F 011 106 01B 01F 1C5 1C0	<INSERT_B>の魔術を思い出した<WAIT>
00	87	0x0087	0x02277F	0x022780	10	79	20	1C4 029 1C8 017 084 01F 018 022 001 024 017 024 03E 022 01B 02E 03E 01F 1C9 1C0	"<INSERT_A>は
くだけて なくなってしまった<WAIT_INPUT>"
00	88	0x0088	0x02278A	0x02278B	2	11	3	1C1 1C5 1C0	<NOP><WAIT>
00	89	0x0089	0x02278D	0x02278E	2	9	3	1C1 1C9 1C0	<NOP><WAIT_INPUT>
00	8A	0x008A	0x022790	0x022791	10	74	31	06B 084 054 075 07D 081 081 081 081 081 081 081 081 081 081 081 081 1CD 1C8 081 081 081 081 081 081 081 081 081 081 1CD 1C0	"レディ「・・・・・・・・・・・・<PAUSE_30>
・・・・・・・・・・<PAUSE_30>"
00	8B	0x008B	0x02279B	0x02279C	4	30	7	1C1 08D 017 03B 07A 1CB 1C0	<NOP>行くわ!<PAUSE_60>
00	8C	0x008C	0x0227A0	0x0227A1	2	12	3	1D0 07A 1C0	"<CLEAR>
!"
00	8D	0x008D	0x0227A3	0x0227A4	7	52	14	1D0 1CA 029 1C8 1C4 03C 001 012 018 023 03E 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<INSERT_A>を うけとった"
00	8E	0x008E	0x0227AB	0x0227AC	7	49	14	1D0 1CA 029 1C8 1C4 03C 001 177 025 08E 039 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<INSERT_A>を 手に入れた"
00	8F	0x008F	0x0227B3	0x0227B4	9	67	17	1D0 1CA 029 1C8 1C4 03C 001 012 018 023 03A 012 023 01B 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<INSERT_A>を うけとろうとした"
00	90	0x0090	0x0227BD	0x0227BE	14	107	26	1D0 01B 015 01B 001 025 032 021 084 015 011 03E 083 029 011 084 022 1C8 0D3 022 024 015 03E 01F 1C3 1C0	"<CLEAR>
しかし にもつがいっぱいで
持てなかった"
00	91	0x0091	0x0227CC	0x0227CD	9	65	16	1D0 1CA 029 1C8 1C4 03C 001 02A 03A 014 012 023 01B 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<INSERT_A>を ひろおうとした"
00	92	0x0092	0x0227D6	0x0227D7	6	44	13	1D0 1CA 029 1C8 1C4 03C 001 02F 021 018 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<INSERT_A>を みつけた"
00	93	0x0093	0x0227DD	0x0227DE	9	66	19	1D0 1CA 029 1C8 1C2 045 06F 084 055 06A 03C 001 012 018 023 03E 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<NUMBER>エンドルを うけとった"
00	94	0x0094	0x0227E7	0x0227E8	8	63	19	1D0 1CA 029 1C8 1C2 045 06F 084 055 06A 03C 001 177 025 08E 039 01F 1C3 1C0	"<CLEAR>
<INSERT_B>は
<NUMBER>エンドルを 手に入れた"
